	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV41	unknown	unknown	unknown	unknown	unknown
ASV42	unknown	unknown	unknown	unknown	unknown
ASV43	unknown	unknown	unknown	unknown	unknown
ASV44	unknown	unknown	unknown	unknown	unknown
ASV45	unknown	unknown	unknown	unknown	unknown
ASV46	yes	anaerobe	negative	unknown	no
ASV47	unknown	unknown	unknown	unknown	unknown
ASV48	unknown	unknown	unknown	unknown	unknown
ASV49	unknown	unknown	unknown	unknown	unknown
ASV50	unknown	unknown	unknown	unknown	unknown
ASV51	yes	mixed	unknown	unknown	unknown
ASV52	unknown	unknown	unknown	unknown	unknown
ASV53	unknown	unknown	unknown	unknown	unknown
ASV54	unknown	unknown	unknown	unknown	unknown
ASV55	unknown	unknown	unknown	unknown	unknown
ASV56	yes	anaerobe	unknown	unknown	unknown
ASV57	unknown	unknown	unknown	unknown	unknown
ASV58	unknown	unknown	unknown	unknown	unknown
ASV59	unknown	unknown	unknown	unknown	unknown
ASV60	unknown	unknown	unknown	unknown	unknown
ASV61	yes	mixed	unknown	unknown	unknown
ASV62	no	unknown	unknown	unknown	unknown
ASV63	yes	anaerobe	unknown	unknown	unknown
ASV64	unknown	unknown	unknown	unknown	unknown
ASV65	unknown	unknown	unknown	unknown	unknown
ASV66	unknown	unknown	unknown	unknown	unknown
ASV67	unknown	unknown	unknown	unknown	unknown
ASV68	unknown	unknown	unknown	unknown	unknown
ASV69	unknown	unknown	unknown	unknown	unknown
ASV70	unknown	unknown	unknown	unknown	unknown
ASV71	yes	mixed	unknown	unknown	unknown
ASV72	unknown	unknown	unknown	unknown	unknown
ASV73	unknown	unknown	unknown	unknown	unknown
ASV74	unknown	unknown	unknown	unknown	unknown
ASV75	unknown	unknown	unknown	unknown	unknown
ASV76	unknown	unknown	unknown	unknown	unknown
ASV77	unknown	unknown	unknown	unknown	unknown
ASV78	unknown	unknown	unknown	unknown	unknown
ASV79	unknown	unknown	unknown	unknown	unknown
ASV80	unknown	unknown	unknown	unknown	unknown
ASV81	unknown	unknown	unknown	unknown	unknown
ASV82	unknown	unknown	unknown	unknown	unknown
ASV83	unknown	unknown	unknown	unknown	unknown
ASV84	unknown	unknown	unknown	unknown	unknown
ASV85	unknown	unknown	unknown	unknown	unknown
ASV86	unknown	unknown	unknown	unknown	unknown
ASV87	yes	anaerobe	unknown	unknown	unknown
ASV88	yes	anaerobe	unknown	unknown	unknown
ASV89	unknown	unknown	unknown	unknown	unknown
ASV90	unknown	unknown	unknown	unknown	unknown
ASV91	unknown	unknown	unknown	unknown	unknown
ASV92	unknown	unknown	unknown	unknown	unknown
ASV93	unknown	unknown	unknown	unknown	unknown
ASV94	unknown	unknown	unknown	unknown	unknown
ASV95	unknown	unknown	unknown	unknown	unknown
ASV96	unknown	unknown	unknown	unknown	unknown
ASV97	unknown	unknown	unknown	unknown	unknown
ASV98	unknown	unknown	unknown	unknown	unknown
ASV99	unknown	unknown	unknown	unknown	unknown
ASV100	unknown	unknown	unknown	unknown	unknown
ASV101	yes	anaerobe	unknown	unknown	unknown
ASV102	unknown	unknown	unknown	unknown	unknown
ASV103	unknown	unknown	unknown	unknown	unknown
ASV104	unknown	unknown	unknown	unknown	unknown
ASV105	unknown	unknown	unknown	unknown	unknown
ASV106	unknown	unknown	unknown	unknown	unknown
ASV107	unknown	unknown	unknown	unknown	unknown
ASV108	unknown	unknown	unknown	unknown	unknown
ASV109	unknown	unknown	unknown	unknown	unknown
ASV110	unknown	unknown	unknown	unknown	unknown
ASV111	unknown	unknown	unknown	unknown	unknown
ASV112	unknown	unknown	unknown	unknown	unknown
ASV113	unknown	unknown	unknown	unknown	unknown
ASV114	unknown	unknown	unknown	unknown	unknown
ASV115	unknown	unknown	unknown	unknown	unknown
ASV116	unknown	unknown	unknown	unknown	unknown
ASV117	unknown	unknown	unknown	unknown	unknown
ASV118	unknown	unknown	unknown	unknown	unknown
ASV119	unknown	unknown	unknown	unknown	unknown
ASV120	unknown	unknown	unknown	unknown	unknown
ASV121	unknown	unknown	unknown	unknown	unknown
ASV122	unknown	unknown	unknown	unknown	unknown
ASV123	unknown	unknown	unknown	unknown	unknown
ASV124	unknown	unknown	unknown	unknown	unknown
ASV125	unknown	unknown	unknown	unknown	unknown
ASV126	unknown	unknown	unknown	unknown	unknown
ASV127	unknown	unknown	unknown	unknown	unknown
ASV128	unknown	unknown	unknown	unknown	unknown
ASV129	yes	unknown	negative	unknown	no
ASV130	yes	anaerobe	unknown	unknown	unknown
ASV131	unknown	unknown	unknown	unknown	unknown
ASV132	unknown	unknown	unknown	unknown	unknown
ASV133	unknown	unknown	unknown	unknown	unknown
ASV134	unknown	unknown	unknown	unknown	unknown
ASV135	yes	mixed	unknown	unknown	unknown
ASV136	unknown	unknown	unknown	unknown	unknown
ASV137	unknown	unknown	unknown	unknown	unknown
ASV138	unknown	unknown	unknown	unknown	unknown
ASV139	unknown	unknown	unknown	unknown	unknown
ASV140	yes	anaerobe	unknown	unknown	unknown
ASV141	unknown	unknown	unknown	unknown	unknown
ASV142	unknown	unknown	unknown	unknown	unknown
ASV143	unknown	unknown	unknown	unknown	unknown
ASV144	unknown	unknown	unknown	unknown	unknown
ASV145	unknown	unknown	unknown	unknown	unknown
ASV146	yes	anaerobe	unknown	unknown	unknown
ASV147	unknown	unknown	unknown	unknown	unknown
ASV148	unknown	unknown	unknown	unknown	unknown
ASV149	unknown	unknown	unknown	unknown	unknown
ASV150	unknown	unknown	unknown	unknown	unknown
ASV151	unknown	unknown	unknown	unknown	unknown
ASV152	unknown	unknown	unknown	unknown	unknown
ASV153	unknown	unknown	unknown	unknown	unknown
ASV154	unknown	unknown	unknown	unknown	unknown
ASV155	unknown	unknown	unknown	unknown	unknown
ASV156	unknown	unknown	unknown	unknown	unknown
ASV157	yes	unknown	unknown	unknown	unknown
ASV158	unknown	unknown	unknown	unknown	unknown
ASV159	unknown	unknown	unknown	unknown	unknown
ASV160	unknown	unknown	unknown	unknown	unknown
ASV161	unknown	unknown	unknown	unknown	unknown
ASV162	unknown	unknown	unknown	unknown	unknown
ASV163	no	unknown	unknown	unknown	unknown
ASV164	unknown	unknown	unknown	unknown	unknown
ASV165	unknown	unknown	unknown	unknown	unknown
ASV166	unknown	unknown	unknown	unknown	unknown
ASV167	unknown	unknown	unknown	unknown	unknown
ASV168	unknown	unknown	unknown	unknown	unknown
ASV169	yes	anaerobe	negative	unknown	no
ASV170	unknown	unknown	unknown	unknown	unknown
ASV171	unknown	unknown	unknown	unknown	unknown
ASV172	unknown	unknown	unknown	unknown	unknown
ASV173	unknown	unknown	unknown	unknown	unknown
ASV174	yes	unknown	unknown	unknown	unknown
ASV175	unknown	unknown	unknown	unknown	unknown
ASV176	yes	anaerobe	unknown	unknown	unknown
ASV177	no	unknown	unknown	unknown	unknown
ASV178	unknown	unknown	unknown	unknown	unknown
ASV179	unknown	unknown	unknown	unknown	unknown
ASV180	unknown	unknown	unknown	unknown	unknown
ASV181	yes	anaerobe	positive	unknown	no
ASV182	unknown	unknown	unknown	unknown	unknown
ASV183	unknown	unknown	unknown	unknown	unknown
ASV184	unknown	unknown	unknown	unknown	unknown
ASV185	unknown	unknown	unknown	unknown	unknown
ASV186	unknown	unknown	unknown	unknown	unknown
ASV187	unknown	unknown	unknown	unknown	unknown
ASV188	yes	anaerobe	unknown	unknown	unknown
ASV189	unknown	unknown	unknown	unknown	unknown
ASV190	unknown	unknown	unknown	unknown	unknown
ASV191	unknown	unknown	unknown	unknown	unknown
ASV192	unknown	unknown	unknown	unknown	unknown
ASV193	yes	anaerobe	positive	unknown	no
ASV194	unknown	unknown	unknown	unknown	unknown
ASV195	unknown	unknown	unknown	unknown	unknown
ASV196	unknown	unknown	unknown	unknown	unknown
ASV197	unknown	unknown	unknown	unknown	unknown
ASV198	unknown	unknown	unknown	unknown	unknown
ASV199	unknown	unknown	unknown	unknown	unknown
ASV200	unknown	unknown	unknown	unknown	unknown
ASV201	unknown	unknown	unknown	unknown	unknown
ASV202	yes	unknown	negative	unknown	no
ASV203	unknown	unknown	unknown	unknown	unknown
ASV204	yes	unknown	unknown	unknown	unknown
ASV205	unknown	unknown	unknown	unknown	unknown
ASV206	unknown	unknown	unknown	unknown	unknown
ASV207	unknown	unknown	unknown	unknown	unknown
ASV208	yes	unknown	negative	unknown	no
ASV209	unknown	unknown	unknown	unknown	unknown
ASV210	yes	anaerobe	unknown	unknown	unknown
ASV211	unknown	unknown	unknown	unknown	unknown
ASV212	unknown	unknown	unknown	unknown	unknown
ASV213	unknown	unknown	unknown	unknown	unknown
ASV214	yes	unknown	negative	unknown	no
ASV215	yes	anaerobe	unknown	unknown	unknown
ASV216	yes	anaerobe	unknown	unknown	unknown
ASV217	unknown	unknown	unknown	unknown	unknown
ASV218	unknown	unknown	unknown	unknown	unknown
ASV219	yes	anaerobe	unknown	unknown	unknown
ASV220	unknown	unknown	unknown	unknown	unknown
ASV221	unknown	unknown	unknown	unknown	unknown
ASV222	unknown	unknown	unknown	unknown	unknown
ASV223	unknown	unknown	unknown	unknown	unknown
ASV224	unknown	unknown	unknown	unknown	unknown
ASV225	unknown	unknown	unknown	unknown	unknown
ASV226	yes	unknown	unknown	unknown	unknown
ASV227	unknown	unknown	unknown	unknown	unknown
ASV228	yes	anaerobe	unknown	unknown	unknown
ASV229	unknown	unknown	unknown	unknown	unknown
ASV230	yes	anaerobe	unknown	unknown	unknown
ASV231	unknown	unknown	unknown	unknown	unknown
ASV232	unknown	unknown	unknown	unknown	unknown
ASV233	unknown	unknown	unknown	unknown	unknown
ASV234	unknown	unknown	unknown	unknown	unknown
ASV235	unknown	unknown	unknown	unknown	unknown
ASV236	yes	unknown	negative	unknown	no
ASV237	yes	unknown	unknown	unknown	unknown
ASV238	unknown	unknown	unknown	unknown	unknown
ASV239	yes	unknown	unknown	unknown	unknown
ASV240	unknown	unknown	unknown	unknown	unknown
ASV241	yes	anaerobe	unknown	unknown	unknown
ASV242	unknown	unknown	unknown	unknown	unknown
ASV243	unknown	unknown	unknown	unknown	unknown
ASV244	unknown	unknown	unknown	unknown	unknown
ASV245	unknown	unknown	unknown	unknown	unknown
ASV246	unknown	unknown	unknown	unknown	unknown
ASV247	unknown	unknown	unknown	unknown	unknown
ASV248	unknown	unknown	unknown	unknown	unknown
ASV249	unknown	unknown	unknown	unknown	unknown
ASV250	unknown	unknown	unknown	unknown	unknown
ASV251	unknown	unknown	unknown	unknown	unknown
ASV252	unknown	unknown	unknown	unknown	unknown
ASV253	unknown	unknown	unknown	unknown	unknown
ASV254	unknown	unknown	unknown	unknown	unknown
ASV255	unknown	unknown	unknown	unknown	unknown
ASV256	unknown	unknown	unknown	unknown	unknown
ASV257	unknown	unknown	unknown	unknown	unknown
ASV258	unknown	unknown	unknown	unknown	unknown
ASV259	unknown	unknown	unknown	unknown	unknown
ASV260	unknown	unknown	unknown	unknown	unknown
ASV261	unknown	unknown	unknown	unknown	unknown
ASV262	unknown	unknown	unknown	unknown	unknown
ASV263	unknown	unknown	unknown	unknown	unknown
ASV264	unknown	unknown	unknown	unknown	unknown
ASV265	unknown	unknown	unknown	unknown	unknown
ASV266	unknown	unknown	unknown	unknown	unknown
ASV267	yes	mixed	unknown	unknown	unknown
ASV268	unknown	unknown	unknown	unknown	unknown
ASV269	unknown	unknown	unknown	unknown	unknown
ASV270	unknown	unknown	unknown	unknown	unknown
ASV271	unknown	unknown	unknown	unknown	unknown
ASV272	unknown	unknown	unknown	unknown	unknown
ASV273	unknown	unknown	unknown	unknown	unknown
ASV274	unknown	unknown	unknown	unknown	unknown
ASV275	unknown	unknown	unknown	unknown	unknown
ASV276	unknown	unknown	unknown	unknown	unknown
ASV277	unknown	unknown	unknown	unknown	unknown
ASV278	yes	unknown	negative	unknown	no
ASV279	unknown	unknown	unknown	unknown	unknown
ASV280	unknown	unknown	unknown	unknown	unknown
ASV281	unknown	unknown	unknown	unknown	unknown
ASV282	unknown	unknown	unknown	unknown	unknown
ASV283	unknown	unknown	unknown	unknown	unknown
ASV284	unknown	unknown	unknown	unknown	unknown
ASV285	yes	unknown	negative	unknown	no
ASV286	unknown	unknown	unknown	unknown	unknown
ASV287	unknown	unknown	unknown	unknown	unknown
ASV288	unknown	unknown	unknown	unknown	unknown
ASV289	unknown	unknown	unknown	unknown	unknown
ASV290	unknown	unknown	unknown	unknown	unknown
ASV291	yes	unknown	negative	unknown	no
ASV292	unknown	unknown	unknown	unknown	unknown
ASV293	unknown	unknown	unknown	unknown	unknown
ASV294	unknown	unknown	unknown	unknown	unknown
ASV295	unknown	unknown	unknown	unknown	unknown
ASV296	unknown	unknown	unknown	unknown	unknown
ASV297	unknown	unknown	unknown	unknown	unknown
ASV298	yes	unknown	negative	unknown	no
ASV299	yes	unknown	negative	unknown	no
ASV300	unknown	unknown	unknown	unknown	unknown
ASV301	unknown	unknown	unknown	unknown	unknown
ASV302	unknown	unknown	unknown	unknown	unknown
ASV303	yes	mixed	unknown	unknown	unknown
ASV304	unknown	unknown	unknown	unknown	unknown
ASV305	unknown	unknown	unknown	unknown	unknown
ASV306	yes	anaerobe	unknown	unknown	unknown
ASV307	yes	anaerobe	unknown	unknown	unknown
ASV308	unknown	unknown	unknown	unknown	unknown
ASV309	unknown	unknown	unknown	unknown	unknown
ASV310	yes	anaerobe	unknown	unknown	unknown
ASV311	unknown	unknown	unknown	unknown	unknown
ASV312	unknown	unknown	unknown	unknown	unknown
ASV313	unknown	unknown	unknown	unknown	unknown
ASV314	yes	unknown	negative	unknown	no
ASV315	unknown	unknown	unknown	unknown	unknown
ASV316	unknown	unknown	unknown	unknown	unknown
ASV317	unknown	unknown	unknown	unknown	unknown
ASV318	unknown	unknown	unknown	unknown	unknown
ASV319	unknown	unknown	unknown	unknown	unknown
ASV320	unknown	unknown	unknown	unknown	unknown
ASV321	unknown	unknown	unknown	unknown	unknown
ASV322	yes	anaerobe	positive	unknown	no
ASV323	unknown	unknown	unknown	unknown	unknown
ASV324	unknown	unknown	unknown	unknown	unknown
ASV325	unknown	unknown	unknown	unknown	unknown
ASV326	unknown	unknown	unknown	unknown	unknown
ASV327	unknown	unknown	unknown	unknown	unknown
ASV328	unknown	unknown	unknown	unknown	unknown
ASV329	unknown	unknown	unknown	unknown	unknown
ASV330	unknown	unknown	unknown	unknown	unknown
ASV331	unknown	unknown	unknown	unknown	unknown
ASV332	unknown	unknown	unknown	unknown	unknown
ASV333	unknown	unknown	unknown	unknown	unknown
ASV334	unknown	unknown	unknown	unknown	unknown
ASV335	unknown	unknown	unknown	unknown	unknown
ASV336	unknown	unknown	unknown	unknown	unknown
ASV337	unknown	unknown	unknown	unknown	unknown
ASV338	unknown	unknown	unknown	unknown	unknown
ASV339	unknown	unknown	unknown	unknown	unknown
ASV340	unknown	unknown	unknown	unknown	unknown
ASV341	unknown	unknown	unknown	unknown	unknown
ASV342	unknown	unknown	unknown	unknown	unknown
ASV343	yes	unknown	unknown	unknown	unknown
ASV344	unknown	unknown	unknown	unknown	unknown
ASV345	yes	unknown	negative	unknown	no
ASV346	unknown	unknown	unknown	unknown	unknown
ASV347	unknown	unknown	unknown	unknown	unknown
ASV348	unknown	unknown	unknown	unknown	unknown
ASV349	yes	unknown	unknown	unknown	unknown
ASV350	unknown	unknown	unknown	unknown	unknown
ASV351	unknown	unknown	unknown	unknown	unknown
ASV352	unknown	unknown	unknown	unknown	unknown
ASV353	unknown	unknown	unknown	unknown	unknown
ASV354	unknown	unknown	unknown	unknown	unknown
ASV355	unknown	unknown	unknown	unknown	unknown
ASV356	unknown	unknown	unknown	unknown	unknown
ASV357	unknown	unknown	unknown	unknown	unknown
ASV358	unknown	unknown	unknown	unknown	unknown
ASV359	unknown	unknown	unknown	unknown	unknown
ASV360	unknown	unknown	unknown	unknown	unknown
ASV361	unknown	unknown	unknown	unknown	unknown
ASV362	unknown	unknown	unknown	unknown	unknown
ASV363	unknown	unknown	unknown	unknown	unknown
ASV364	unknown	unknown	unknown	unknown	unknown
ASV365	unknown	unknown	unknown	unknown	unknown
ASV366	unknown	unknown	unknown	unknown	unknown
ASV367	unknown	unknown	unknown	unknown	unknown
ASV368	unknown	unknown	unknown	unknown	unknown
ASV369	unknown	unknown	unknown	unknown	unknown
ASV370	unknown	unknown	unknown	unknown	unknown
ASV371	unknown	unknown	unknown	unknown	unknown
ASV372	yes	anaerobe	unknown	unknown	unknown
ASV373	unknown	unknown	unknown	unknown	unknown
ASV374	unknown	unknown	unknown	unknown	unknown
ASV375	unknown	unknown	unknown	unknown	unknown
ASV376	no	unknown	unknown	unknown	unknown
ASV377	unknown	unknown	unknown	unknown	unknown
ASV378	unknown	unknown	unknown	unknown	unknown
ASV379	unknown	unknown	unknown	unknown	unknown
ASV380	unknown	unknown	unknown	unknown	unknown
ASV381	unknown	unknown	unknown	unknown	unknown
ASV382	unknown	unknown	unknown	unknown	unknown
ASV383	unknown	unknown	unknown	unknown	unknown
ASV384	yes	unknown	negative	unknown	no
ASV385	unknown	unknown	unknown	unknown	unknown
ASV386	yes	unknown	unknown	unknown	unknown
ASV387	unknown	unknown	unknown	unknown	unknown
ASV388	unknown	unknown	unknown	unknown	unknown
ASV389	unknown	unknown	unknown	unknown	unknown
ASV390	unknown	unknown	unknown	unknown	unknown
ASV391	unknown	unknown	unknown	unknown	unknown
ASV392	unknown	unknown	unknown	unknown	unknown
ASV393	unknown	unknown	unknown	unknown	unknown
ASV394	unknown	unknown	unknown	unknown	unknown
ASV395	unknown	unknown	unknown	unknown	unknown
ASV396	unknown	unknown	unknown	unknown	unknown
ASV397	yes	mixed	unknown	unknown	unknown
ASV398	unknown	unknown	unknown	unknown	unknown
ASV399	unknown	unknown	unknown	unknown	unknown
ASV400	unknown	unknown	unknown	unknown	unknown
ASV401	yes	anaerobe	unknown	unknown	unknown
ASV402	unknown	unknown	unknown	unknown	unknown
ASV403	unknown	unknown	unknown	unknown	unknown
ASV404	unknown	unknown	unknown	unknown	unknown
ASV405	unknown	unknown	unknown	unknown	unknown
ASV406	unknown	unknown	unknown	unknown	unknown
ASV407	yes	anaerobe	unknown	unknown	unknown
ASV408	unknown	unknown	unknown	unknown	unknown
ASV409	unknown	unknown	unknown	unknown	unknown
ASV410	unknown	unknown	unknown	unknown	unknown
ASV411	yes	unknown	negative	unknown	no
ASV412	unknown	unknown	unknown	unknown	unknown
ASV413	unknown	unknown	unknown	unknown	unknown
ASV414	yes	unknown	negative	unknown	no
ASV415	unknown	unknown	unknown	unknown	unknown
ASV416	unknown	unknown	unknown	unknown	unknown
ASV417	unknown	unknown	unknown	unknown	unknown
ASV418	unknown	unknown	unknown	unknown	unknown
ASV419	unknown	unknown	unknown	unknown	unknown
ASV420	unknown	unknown	unknown	unknown	unknown
ASV421	unknown	unknown	unknown	unknown	unknown
ASV422	unknown	unknown	unknown	unknown	unknown
ASV423	unknown	unknown	unknown	unknown	unknown
ASV424	unknown	unknown	unknown	unknown	unknown
ASV425	yes	unknown	negative	unknown	no
ASV426	unknown	unknown	unknown	unknown	unknown
ASV427	unknown	unknown	unknown	unknown	unknown
ASV428	unknown	unknown	unknown	unknown	unknown
ASV429	unknown	unknown	unknown	unknown	unknown
ASV430	unknown	unknown	unknown	unknown	unknown
ASV431	unknown	unknown	unknown	unknown	unknown
ASV432	yes	mixed	unknown	unknown	unknown
ASV433	unknown	unknown	unknown	unknown	unknown
ASV434	unknown	unknown	unknown	unknown	unknown
ASV435	unknown	unknown	unknown	unknown	unknown
ASV436	unknown	unknown	unknown	unknown	unknown
ASV437	unknown	unknown	unknown	unknown	unknown
ASV438	unknown	unknown	unknown	unknown	unknown
ASV439	unknown	unknown	unknown	unknown	unknown
ASV440	yes	unknown	negative	unknown	no
ASV441	unknown	unknown	unknown	unknown	unknown
ASV442	unknown	unknown	unknown	unknown	unknown
ASV443	unknown	unknown	unknown	unknown	unknown
ASV444	unknown	unknown	unknown	unknown	unknown
ASV445	unknown	unknown	unknown	unknown	unknown
ASV446	unknown	unknown	unknown	unknown	unknown
ASV447	unknown	unknown	unknown	unknown	unknown
ASV448	unknown	unknown	unknown	unknown	unknown
ASV449	yes	unknown	unknown	unknown	unknown
ASV450	unknown	unknown	unknown	unknown	unknown
ASV451	unknown	unknown	unknown	unknown	unknown
ASV452	yes	unknown	negative	unknown	no
ASV453	unknown	unknown	unknown	unknown	unknown
ASV454	unknown	unknown	unknown	unknown	unknown
ASV455	unknown	unknown	unknown	unknown	unknown
ASV456	unknown	unknown	unknown	unknown	unknown
ASV457	unknown	unknown	unknown	unknown	unknown
ASV458	unknown	unknown	unknown	unknown	unknown
ASV459	unknown	unknown	unknown	unknown	unknown
ASV460	unknown	unknown	unknown	unknown	unknown
ASV461	unknown	unknown	unknown	unknown	unknown
ASV462	yes	unknown	unknown	unknown	unknown
ASV463	unknown	unknown	unknown	unknown	unknown
ASV464	unknown	unknown	unknown	unknown	unknown
ASV465	unknown	unknown	unknown	unknown	unknown
ASV466	unknown	unknown	unknown	unknown	unknown
ASV467	unknown	unknown	unknown	unknown	unknown
ASV468	unknown	unknown	unknown	unknown	unknown
ASV469	unknown	unknown	unknown	unknown	unknown
ASV470	unknown	unknown	unknown	unknown	unknown
ASV471	yes	unknown	unknown	unknown	unknown
ASV472	unknown	unknown	unknown	unknown	unknown
ASV473	unknown	unknown	unknown	unknown	unknown
ASV474	unknown	unknown	unknown	unknown	unknown
ASV475	unknown	unknown	unknown	unknown	unknown
ASV476	unknown	unknown	unknown	unknown	unknown
ASV477	yes	anaerobe	unknown	unknown	unknown
ASV478	unknown	unknown	unknown	unknown	unknown
ASV479	no	unknown	unknown	unknown	unknown
ASV480	unknown	unknown	unknown	unknown	unknown
ASV481	unknown	unknown	unknown	unknown	unknown
ASV482	unknown	unknown	unknown	unknown	unknown
ASV483	unknown	unknown	unknown	unknown	unknown
ASV484	yes	anaerobe	unknown	unknown	unknown
ASV485	unknown	unknown	unknown	unknown	unknown
ASV486	unknown	unknown	unknown	unknown	unknown
ASV487	unknown	unknown	unknown	unknown	unknown
ASV488	unknown	unknown	unknown	unknown	unknown
ASV489	unknown	unknown	unknown	unknown	unknown
ASV490	unknown	unknown	unknown	unknown	unknown
ASV491	unknown	unknown	unknown	unknown	unknown
ASV492	unknown	unknown	unknown	unknown	unknown
ASV493	unknown	unknown	unknown	unknown	unknown
ASV494	yes	anaerobe	unknown	unknown	unknown
ASV495	unknown	unknown	unknown	unknown	unknown
ASV496	unknown	unknown	unknown	unknown	unknown
ASV497	unknown	unknown	unknown	unknown	unknown
ASV498	unknown	unknown	unknown	unknown	unknown
ASV499	unknown	unknown	unknown	unknown	unknown
ASV500	unknown	unknown	unknown	unknown	unknown
ASV501	yes	anaerobe	unknown	unknown	unknown
ASV502	unknown	unknown	unknown	unknown	unknown
ASV503	unknown	unknown	unknown	unknown	unknown
ASV504	unknown	unknown	unknown	unknown	unknown
ASV505	unknown	unknown	unknown	unknown	unknown
ASV506	unknown	unknown	unknown	unknown	unknown
ASV507	yes	unknown	negative	unknown	no
ASV508	unknown	unknown	unknown	unknown	unknown
ASV509	unknown	unknown	unknown	unknown	unknown
ASV510	unknown	unknown	unknown	unknown	unknown
ASV511	unknown	unknown	unknown	unknown	unknown
ASV512	unknown	unknown	unknown	unknown	unknown
ASV513	unknown	unknown	unknown	unknown	unknown
ASV514	unknown	unknown	unknown	unknown	unknown
ASV515	unknown	unknown	unknown	unknown	unknown
ASV516	unknown	unknown	unknown	unknown	unknown
ASV517	unknown	unknown	unknown	unknown	unknown
ASV518	unknown	unknown	unknown	unknown	unknown
ASV519	unknown	unknown	unknown	unknown	unknown
ASV520	yes	anaerobe	unknown	unknown	unknown
ASV521	unknown	unknown	unknown	unknown	unknown
ASV522	unknown	unknown	unknown	unknown	unknown
ASV523	unknown	unknown	unknown	unknown	unknown
ASV524	yes	anaerobe	unknown	unknown	unknown
ASV525	unknown	unknown	unknown	unknown	unknown
ASV526	unknown	unknown	unknown	unknown	unknown
ASV527	unknown	unknown	unknown	unknown	unknown
ASV528	unknown	unknown	unknown	unknown	unknown
ASV529	unknown	unknown	unknown	unknown	unknown
ASV530	yes	unknown	unknown	unknown	unknown
ASV531	yes	anaerobe	unknown	unknown	unknown
ASV532	unknown	unknown	unknown	unknown	unknown
ASV533	yes	anaerobe	unknown	unknown	unknown
ASV534	unknown	unknown	unknown	unknown	unknown
ASV535	unknown	unknown	unknown	unknown	unknown
ASV536	unknown	unknown	unknown	unknown	unknown
ASV537	unknown	unknown	unknown	unknown	unknown
ASV538	unknown	unknown	unknown	unknown	unknown
ASV539	unknown	unknown	unknown	unknown	unknown
ASV540	unknown	unknown	unknown	unknown	unknown
ASV541	unknown	unknown	unknown	unknown	unknown
ASV542	unknown	unknown	unknown	unknown	unknown
ASV543	unknown	unknown	unknown	unknown	unknown
ASV544	unknown	unknown	unknown	unknown	unknown
ASV545	unknown	unknown	unknown	unknown	unknown
ASV546	unknown	unknown	unknown	unknown	unknown
ASV547	unknown	unknown	unknown	unknown	unknown
ASV548	unknown	unknown	unknown	unknown	unknown
ASV549	unknown	unknown	unknown	unknown	unknown
ASV550	unknown	unknown	unknown	unknown	unknown
ASV551	unknown	unknown	unknown	unknown	unknown
ASV552	unknown	unknown	unknown	unknown	unknown
ASV553	yes	unknown	unknown	unknown	unknown
ASV554	unknown	unknown	unknown	unknown	unknown
ASV555	unknown	unknown	unknown	unknown	unknown
